dataset_id,reference,species,notes,model,loglikelihood,ks_distance,diameter_min [mm],diameter_max [mm],functional_group2,t_ru0 [MPa],beta_t,shape,scale [MPa],sdlog,sigma_t0 [MPa],beta_sigmat,width [MPa]
42,Meijer et al. (2018b),Picea sitchensis,NA,normal_scaled,-163.25633910943847,0.10502233756690632,0.39,10.23,Conifers,5.838029498817235,0.15595420349622968,NA,NA,NA,2.099932146896905,0.15595420349622968,NA
42,Meijer et al. (2018b),Picea sitchensis,NA,normal_strength,-165.1319907211032,0.09785093763737451,0.39,10.23,Conifers,5.775033123318892,0.16584654249050465,NA,NA,NA,2.4765442801214883,0,NA
42,Meijer et al. (2018b),Picea sitchensis,NA,uniform,-161.7437283821865,0.17473324037019122,0.39,10.23,Conifers,6.577627124773484,0.16549000327282398,NA,NA,NA,NA,NA,8.423859433308408
42,Meijer et al. (2018b),Picea sitchensis,NA,weibull,-161.9012879025666,0.09606748310726398,0.39,10.23,Conifers,5.848258395438446,0.15675272776657567,3.0294464006220734,NA,NA,NA,NA,NA
43,Meijer et al. (2018a),Quercus robur,NA,gamma,-183.887788615722,0.0771277909652622,0.475,9.066666667,Broadleaves,12.028186238255236,0.01071946751870985,9.655340630765188,NA,NA,NA,NA,NA
43,Meijer et al. (2018a),Quercus robur,NA,gumbel,-186.2776397233939,0.09834138125626501,0.475,9.066666667,Broadleaves,12.219799225085195,0.012546571619552783,NA,3.5019515987701446,NA,NA,NA,NA
43,Meijer et al. (2018a),Quercus robur,NA,logistic,-183.27081804771882,0.055493377200871316,0.475,9.066666667,Broadleaves,12.027858988381995,0.011602841446849557,NA,2.1061069804604218,NA,NA,NA,NA
43,Meijer et al. (2018a),Quercus robur,NA,lognormal,-186.69593615603367,0.09632036206427727,0.475,9.066666667,Broadleaves,12.122980087950243,0.007556505822407951,NA,NA,0.3414366942710353,NA,NA,NA
43,Meijer et al. (2018a),Quercus robur,NA,normal_force,-268.68618055465316,0.32486488549774717,0.475,9.066666667,Broadleaves,12.491911182920374,0.01525632469074878,NA,NA,NA,54.963979950515025,-2,NA
43,Meijer et al. (2018a),Quercus robur,NA,normal_scaled,-181.82664534987552,0.05135767555024526,0.475,9.066666667,Broadleaves,12.023824134790882,0.011232094212526189,NA,NA,NA,3.6216987409019787,0.011232094212526189,NA
43,Meijer et al. (2018a),Quercus robur,NA,normal_strength,-181.8318840364067,0.052077263074944286,0.475,9.066666667,Broadleaves,12.023284376646034,0.01129166581466443,NA,NA,NA,3.6508871167796006,0,NA
43,Meijer et al. (2018a),Quercus robur,NA,uniform,-182.6512623379417,0.19721176344217403,0.475,9.066666667,Broadleaves,10.814753739778494,0.03320650234426072,NA,NA,NA,NA,NA,14.919042478569938
43,Meijer et al. (2018a),Quercus robur,NA,weibull,-181.3639623458467,0.04945548849771375,0.475,9.066666667,Broadleaves,12.042609113922916,0.010400485560153752,3.7307447404412053,NA,NA,NA,NA,NA
44,Meijer et al. (2019),Picea sitchensis,NA,gamma,-96.40195094863248,0.10048143185317943,0.825,8.166666667,Conifers,10.122090774012772,0.20451477804425777,5.102575089401396,NA,NA,NA,NA,NA
44,Meijer et al. (2019),Picea sitchensis,NA,gumbel,-96.71272343940478,0.10496796069285874,0.825,8.166666667,Conifers,10.204682144566744,0.19234114454588147,NA,3.6252998057720447,NA,NA,NA,NA
44,Meijer et al. (2019),Picea sitchensis,NA,logistic,-98.7323749473908,0.10795817190050289,0.825,8.166666667,Conifers,9.672003485077665,0.22339232452300223,NA,2.499881294913282,NA,NA,NA,NA
44,Meijer et al. (2019),Picea sitchensis,NA,lognormal,-96.50708017840441,0.11304290216037483,0.825,8.166666667,Conifers,10.40979138952425,0.1743765580422015,NA,NA,0.4588617152108585,NA,NA,NA
44,Meijer et al. (2019),Picea sitchensis,NA,normal_force,-131.9505707458954,0.25538537017476404,0.825,8.166666667,Conifers,13.87500422696497,0.009791987537983389,NA,NA,NA,73.14137999269893,-2,NA
44,Meijer et al. (2019),Picea sitchensis,NA,normal_scaled,-98.6046604566842,0.10650360021309493,0.825,8.166666667,Conifers,9.738196690323099,0.2537872713797138,NA,NA,NA,4.310119198006673,0.2537872713797138,NA
44,Meijer et al. (2019),Picea sitchensis,NA,normal_strength,-99.7709364970317,0.09936816203053922,0.825,8.166666667,Conifers,10.062377227183312,0.21146095506369703,NA,NA,NA,5.467947034287878,0,NA
44,Meijer et al. (2019),Picea sitchensis,NA,uniform,-94.94040345778933,0.23993305805235499,0.825,8.166666667,Conifers,10.100300006704618,0.40827026362763313,NA,NA,NA,NA,NA,14.051737165769032
44,Meijer et al. (2019),Picea sitchensis,NA,weibull,-97.1536605897528,0.09009695448385113,0.825,8.166666667,Conifers,9.843393783494486,0.24375915153840022,2.4199692342912105,NA,NA,NA,NA,NA
45,Meijer et al. (2024),Zea mays,NA,gamma,-120.21552700240056,0.09254009824449594,0.65,3.89,Grasses,11.940312517352869,-0.5853085206598944,7.036103288753215,NA,NA,NA,NA,NA
45,Meijer et al. (2024),Zea mays,NA,gumbel,-120.57141621920039,0.07758663708365965,0.65,3.89,Grasses,12.034869825580698,-0.5986739420801821,NA,3.731859475889389,NA,NA,NA,NA
45,Meijer et al. (2024),Zea mays,NA,logistic,-123.1288172808525,0.12485311241011265,0.65,3.89,Grasses,11.43624497759828,-0.5436369404448569,NA,2.555780069328197,NA,NA,NA,NA
45,Meijer et al. (2024),Zea mays,NA,lognormal,-120.53874920515375,0.07942192573545759,0.65,3.89,Grasses,12.071024741852899,-0.6034160499437272,NA,NA,0.38873980175419737,NA,NA,NA
45,Meijer et al. (2024),Zea mays,NA,normal_force,-134.8628210691578,0.15739392201259517,0.65,3.89,Grasses,14.37045022450595,-0.8734338987841412,NA,NA,NA,11.069962089397155,-2,NA
45,Meijer et al. (2024),Zea mays,NA,normal_scaled,-122.20936991824512,0.13918636737775208,0.65,3.89,Grasses,11.803630182782028,-0.5593756225004449,NA,NA,NA,4.4242163834387025,-0.5593756225004449,NA
45,Meijer et al. (2024),Zea mays,NA,normal_strength,-123.50722668455418,0.13493983875448762,0.65,3.89,Grasses,11.687351538005958,-0.5287419086533593,NA,NA,NA,3.546641776544287,0,NA
45,Meijer et al. (2024),Zea mays,NA,uniform,-120.63051291895809,0.19026370195605935,0.65,3.89,Grasses,13.917036208687998,-0.6517958579265607,NA,NA,NA,NA,NA,18.410095798853728
45,Meijer et al. (2024),Zea mays,NA,weibull,-121.2156262655395,0.1225953135466829,0.65,3.89,Grasses,11.856241793028596,-0.5649005833861647,2.8785585007503873,NA,NA,NA,NA,NA
46,Mickovski et al. (2009),Salix viminalis,NA,gamma,-325.2714761116888,0.06711142496166089,0.10053313,2.638994669,Shrubs,22.478271998653224,-0.577106596157158,6.907497804941449,NA,NA,NA,NA,NA
46,Mickovski et al. (2009),Salix viminalis,NA,gumbel,-324.93289980858333,0.0684706516887521,0.10053313,2.638994669,Shrubs,23.11724933582162,-0.5229793164093867,NA,7.140974195731493,NA,NA,NA,NA
46,Mickovski et al. (2009),Salix viminalis,NA,logistic,-326.3979404631575,0.039858733369952326,0.10053313,2.638994669,Shrubs,21.695865192841808,-0.6212503157475437,NA,4.49292807190897,NA,NA,NA,NA
46,Mickovski et al. (2009),Salix viminalis,NA,lognormal,-325.12593241285776,0.08082682969027627,0.10053313,2.638994669,Shrubs,23.276789348384845,-0.505078416246462,NA,NA,0.3891069093382303,NA,NA,NA
46,Mickovski et al. (2009),Salix viminalis,NA,normal_force,-341.6770598926154,0.1099249410915547,0.10053313,2.638994669,Shrubs,22.68233392621554,-0.5526895367895098,NA,NA,NA,5.096137833003658,-2,NA
46,Mickovski et al. (2009),Salix viminalis,NA,normal_scaled,-328.67339888454813,0.05818750696525676,0.10053313,2.638994669,Shrubs,21.397059115169622,-0.6919180295482468,NA,NA,NA,8.025602387730094,-0.6919180295482468,NA
46,Mickovski et al. (2009),Salix viminalis,NA,normal_strength,-375.68054563842065,0.19177835427257584,0.10053313,2.638994669,Shrubs,21.358697513718596,-0.6335567684249443,NA,NA,NA,19.095255564872872,0,NA
46,Mickovski et al. (2009),Salix viminalis,NA,uniform,-330.3703410849839,0.0908365677192502,0.10053313,2.638994669,Shrubs,20.10848259979578,-0.9117368174346168,NA,NA,NA,NA,NA,30.55653513138234
46,Mickovski et al. (2009),Salix viminalis,NA,weibull,-327.7551743302277,0.06387775409052476,0.10053313,2.638994669,Shrubs,21.383489007334962,-0.6904841710659898,2.821409365570427,NA,NA,NA,NA,NA
50,Operstein & Frydman (2000),Medicago sativa,NA,gamma,-245.40075659284327,0.10779905436136195,0.283731592,15.0101548,Forbs,32.06491822960946,-0.7831750044088439,4.0728479649454155,NA,NA,NA,NA,NA
50,Operstein & Frydman (2000),Medicago sativa,NA,gumbel,-244.9570373212979,0.09293522786811814,0.283731592,15.0101548,Forbs,31.413911018851426,-0.7710246933551905,NA,11.955178868727604,NA,NA,NA,NA
50,Operstein & Frydman (2000),Medicago sativa,NA,logistic,-251.25901759156133,0.0773045026618503,0.283731592,15.0101548,Forbs,29.981649751830336,-0.7809748003171307,NA,8.484624256273849,NA,NA,NA,NA
50,Operstein & Frydman (2000),Medicago sativa,NA,lognormal,-244.86347407661697,0.09532205497768176,0.283731592,15.0101548,Forbs,31.285714212633142,-0.7564792134869972,NA,NA,0.5124390349238597,NA,NA,NA
50,Operstein & Frydman (2000),Medicago sativa,NA,normal_force,-268.2880679960401,0.1763699395205816,0.283731592,15.0101548,Forbs,45.901307103424124,-1.018976392115367,NA,NA,NA,71.2631404591546,-2,NA
50,Operstein & Frydman (2000),Medicago sativa,NA,normal_scaled,-256.36021014974256,0.13624438216840262,0.283731592,15.0101548,Forbs,35.40244364550361,-0.8749651326405736,NA,NA,NA,18.568630797652546,-0.8749651326405736,NA
50,Operstein & Frydman (2000),Medicago sativa,NA,normal_strength,-278.87851825380193,0.2245834092258372,0.283731592,15.0101548,Forbs,29.732962017999938,-0.6821264370833878,NA,NA,NA,9.968615524405811,0,NA
50,Operstein & Frydman (2000),Medicago sativa,NA,uniform,-265.7599508949786,0.40015321569108964,0.283731592,15.0101548,Forbs,60.07595692098533,-0.9925422311600366,NA,NA,NA,NA,NA,98.46259696741662
50,Operstein & Frydman (2000),Medicago sativa,NA,weibull,-249.19332183254505,0.1251269423643292,0.283731592,15.0101548,Forbs,33.871035930039895,-0.8310768927246289,2.019548432291151,NA,NA,NA,NA,NA
51,Pollen & Simon (2005),Pinus palustris,NA,gamma,-388.00080479182907,0.03556793983519324,0.992481203,10.40874915,Conifers,18.584233679569127,-0.46903623762392666,4.214792141291504,NA,NA,NA,NA,NA
51,Pollen & Simon (2005),Pinus palustris,NA,gumbel,-387.8583458525857,0.0354692169427574,0.992481203,10.40874915,Conifers,18.46102766724009,-0.46103257471056974,NA,7.081892708699878,NA,NA,NA,NA
51,Pollen & Simon (2005),Pinus palustris,NA,logistic,-395.0598542550532,0.07211010532031209,0.992481203,10.40874915,Conifers,17.62493660651952,-0.4557294976370944,NA,4.882144207563815,NA,NA,NA,NA
51,Pollen & Simon (2005),Pinus palustris,NA,lognormal,-393.3737191574003,0.05312661420552456,0.992481203,10.40874915,Conifers,19.032835741833477,-0.4755881589889223,NA,NA,0.5280462567429262,NA,NA,NA
51,Pollen & Simon (2005),Pinus palustris,NA,normal_force,-487.3123566924574,0.19766095913519754,0.992481203,10.40874915,Conifers,18.36458693136025,-0.43248421569014533,NA,NA,NA,108.79820002173057,-2,NA
51,Pollen & Simon (2005),Pinus palustris,NA,normal_scaled,-395.1483234040887,0.10278653565680501,0.992481203,10.40874915,Conifers,18.842993451389123,-0.4807361022873449,NA,NA,NA,8.916494944439895,-0.4807361022873449,NA
51,Pollen & Simon (2005),Pinus palustris,NA,normal_strength,-407.1657958259328,0.07918930234727733,0.992481203,10.40874915,Conifers,21.401960951269803,-0.6092492531940734,NA,NA,NA,5.546161406910894,0,NA
51,Pollen & Simon (2005),Pinus palustris,NA,uniform,-418.0491815827274,0.27546147313242986,0.992481203,10.40874915,Conifers,29.884572090041697,-0.6434468692746479,NA,NA,NA,NA,NA,53.249615468563455
51,Pollen & Simon (2005),Pinus palustris,NA,weibull,-388.78201065535586,0.06773126550253095,0.992481203,10.40874915,Conifers,18.836742447437047,-0.47919994214359396,2.239535332273855,NA,NA,NA,NA,NA
52,Pollen & Simon (2005),Salix nigra,NA,gamma,-214.69273465735012,0.11706394759420313,0.890592334,15.79233449,Broadleaves,40.538260917009595,-0.9238277387948914,9.712685817880176,NA,NA,NA,NA,NA
52,Pollen & Simon (2005),Salix nigra,NA,gumbel,-217.19494249798439,0.13965263634940955,0.890592334,15.79233449,Broadleaves,40.92581406780796,-0.9178159002571943,NA,11.654929614694442,NA,NA,NA,NA
52,Pollen & Simon (2005),Salix nigra,NA,logistic,-213.7677361049114,0.051593868835990486,0.890592334,15.79233449,Broadleaves,41.49378976538344,-0.945884024428848,NA,7.152441418478844,NA,NA,NA,NA
52,Pollen & Simon (2005),Salix nigra,NA,lognormal,-217.33884169969951,0.14491590356314782,0.890592334,15.79233449,Broadleaves,40.3657524087464,-0.9154128937657358,NA,NA,0.33846988761085817,NA,NA,NA
52,Pollen & Simon (2005),Salix nigra,NA,normal_force,-239.6957990158622,0.15775648790065455,0.890592334,15.79233449,Broadleaves,41.68843106101965,-0.9298569057535236,NA,NA,NA,57.245586265138485,-2,NA
52,Pollen & Simon (2005),Salix nigra,NA,normal_scaled,-213.18986774162227,0.0696623468001693,0.890592334,15.79233449,Broadleaves,40.80395824837292,-0.9298070392310542,NA,NA,NA,12.382139037765452,-0.9298070392310542,NA
52,Pollen & Simon (2005),Salix nigra,NA,normal_strength,-228.97914616611845,0.09731599484119424,0.890592334,15.79233449,Broadleaves,45.385035501706085,-1.0736446101214656,NA,NA,NA,5.572044817394078,0,NA
52,Pollen & Simon (2005),Salix nigra,NA,uniform,-216.36690796825707,0.15942840838274697,0.890592334,15.79233449,Broadleaves,39.852097704942096,-0.8938131076223848,NA,NA,NA,NA,NA,51.38936064022056
52,Pollen & Simon (2005),Salix nigra,NA,weibull,-213.00833967642598,0.07759099925269614,0.890592334,15.79233449,Broadleaves,40.56772672188008,-0.9245221570216609,3.6345938783817684,NA,NA,NA,NA,NA
53,Schwarz et al. (2013),Picea abies,NA,gamma,-296.8222470891524,0.04246028942688301,0.602214651,9.731075697,Conifers,10.268081347428893,0.2955608875273432,4.612901075617359,NA,NA,NA,NA,NA
53,Schwarz et al. (2013),Picea abies,NA,gumbel,-297.6848330451161,0.04633691133056339,0.602214651,9.731075697,Conifers,10.269093853664822,0.29943685846523005,NA,3.8445616041786175,NA,NA,NA,NA
53,Schwarz et al. (2013),Picea abies,NA,logistic,-301.6125755362348,0.06027852467067035,0.602214651,9.731075697,Conifers,10.021520282914405,0.2931366108664567,NA,2.64974687080796,NA,NA,NA,NA
53,Schwarz et al. (2013),Picea abies,NA,lognormal,-299.2470688034256,0.06634366406647813,0.602214651,9.731075697,Conifers,10.035526698403883,0.3265134061012062,NA,NA,0.4955673352096492,NA,NA,NA
53,Schwarz et al. (2013),Picea abies,NA,normal_force,-431.1231466685874,0.2238205503280913,0.602214651,9.731075697,Conifers,8.348180936193703,0.3757240963835707,NA,NA,NA,227.26583246044692,-2,NA
53,Schwarz et al. (2013),Picea abies,NA,normal_scaled,-300.93412631425105,0.07293761130398135,0.602214651,9.731075697,Conifers,10.766330021842558,0.2521601675100779,NA,NA,NA,4.854400064773397,0.2521601675100779,NA
53,Schwarz et al. (2013),Picea abies,NA,normal_strength,-302.02474310366404,0.06527019212199581,0.602214651,9.731075697,Conifers,10.422371206579713,0.28401746866076566,NA,NA,NA,6.449090474933949,0,NA
53,Schwarz et al. (2013),Picea abies,NA,uniform,-304.1500186447304,0.19179715889955307,0.602214651,9.731075697,Conifers,13.60908892210453,0.17008317200264605,NA,NA,NA,NA,NA,22.700318861132594
53,Schwarz et al. (2013),Picea abies,NA,weibull,-297.2292107966467,0.041794525631571544,0.602214651,9.731075697,Conifers,10.689748797099389,0.26038372418105304,2.3688350278396957,NA,NA,NA,NA,NA
54,Tosi (2007),Rosa canina,NA,gamma,-94.2378805022181,0.07052790349085125,0.392302443,7.151695344,Shrubs,26.58059392516688,-0.5690406341316586,20.081683285577615,NA,NA,NA,NA,NA
54,Tosi (2007),Rosa canina,NA,gumbel,-94.52495320754997,0.08242507440594782,0.392302443,7.151695344,Shrubs,25.931100305127718,-0.5303985977998142,NA,4.953701442296903,NA,NA,NA,NA
54,Tosi (2007),Rosa canina,NA,logistic,-95.62207277479853,0.08494740237239817,0.392302443,7.151695344,Shrubs,26.261679884690114,-0.5643801184970477,NA,3.45908364539654,NA,NA,NA,NA
54,Tosi (2007),Rosa canina,NA,lognormal,-94.24740417229805,0.0657428190543825,0.392302443,7.151695344,Shrubs,26.31995462861529,-0.5550770252527325,NA,NA,0.22507403684691657,NA,NA,NA
54,Tosi (2007),Rosa canina,NA,normal_force,-102.55262106470207,0.12007446932025506,0.392302443,7.151695344,Shrubs,22.439049827069425,-0.4014726807852669,NA,NA,NA,20.922405972534143,-2,NA
54,Tosi (2007),Rosa canina,NA,normal_scaled,-94.70451658262436,0.09006781387806151,0.392302443,7.151695344,Shrubs,26.987506283750523,-0.589929571823694,NA,NA,NA,6.003074467859478,-0.589929571823694,NA
54,Tosi (2007),Rosa canina,NA,normal_strength,-101.47988090208443,0.13814515202084865,0.392302443,7.151695344,Shrubs,28.57844477897202,-0.7889713961113215,NA,NA,NA,4.786329559905774,0,NA
54,Tosi (2007),Rosa canina,NA,uniform,-89.50350298402844,0.09148433631261477,0.392302443,7.151695344,Shrubs,28.012655520666,-0.6224864932881679,NA,NA,NA,NA,NA,21.79623707709982
54,Tosi (2007),Rosa canina,NA,weibull,-95.06325029367392,0.09242858439435525,0.392302443,7.151695344,Shrubs,27.302459379563548,-0.6055750433350576,4.95582834350586,NA,NA,NA,NA,NA
55,Tosi (2007),Spartium junceum,NA,gamma,-125.81069026559419,0.09691725671698037,0.399140414,6.29324003,Shrubs,45.16511030916183,-0.45006145652738805,11.5544526982561,NA,NA,NA,NA,NA
55,Tosi (2007),Spartium junceum,NA,gumbel,-124.6399952502019,0.10881403649671242,0.399140414,6.29324003,Shrubs,44.60147842164046,-0.4226494795682508,NA,10.395053210664146,NA,NA,NA,NA
55,Tosi (2007),Spartium junceum,NA,logistic,-126.75610108853125,0.089957329153808,0.399140414,6.29324003,Shrubs,43.97724293102591,-0.45517474211180886,NA,7.282970161849656,NA,NA,NA,NA
55,Tosi (2007),Spartium junceum,NA,lognormal,-124.90245519589462,0.11070274449303283,0.399140414,6.29324003,Shrubs,44.81742517484605,-0.43361809098627657,NA,NA,0.29035811847120396,NA,NA,NA
55,Tosi (2007),Spartium junceum,NA,normal_force,-141.6796777561698,0.19658642323958228,0.399140414,6.29324003,Shrubs,47.858035484317135,-0.5056324238604665,NA,NA,NA,36.682502741006026,-2,NA
55,Tosi (2007),Spartium junceum,NA,normal_scaled,-129.13946461686714,0.12139811544699597,0.399140414,6.29324003,Shrubs,45.76367119084237,-0.4850274253295314,NA,NA,NA,14.453085297303288,-0.4850274253295314,NA
55,Tosi (2007),Spartium junceum,NA,normal_strength,-135.62676912820874,0.17194108046906909,0.399140414,6.29324003,Shrubs,45.09287413433968,-0.4440987672251561,NA,NA,NA,14.745877638525169,0,NA
55,Tosi (2007),Spartium junceum,NA,uniform,-136.78333457084068,0.47079287507119033,0.399140414,6.29324003,Shrubs,63.03022738985588,-0.46785850120053174,NA,NA,NA,NA,NA,74.83084047786517
55,Tosi (2007),Spartium junceum,NA,weibull,-129.79594077002207,0.1289924044805717,0.399140414,6.29324003,Shrubs,45.60025866056838,-0.4899043617626236,3.123722659225427,NA,NA,NA,NA,NA
56,Tosi (2007),Inula viscosa,NA,gamma,-173.0697954452745,0.07449538803796141,0.396391038,9.7947729120000009,Shrubs,29.001521573124826,-0.9680238292500873,7.739540531190798,NA,NA,NA,NA,NA
56,Tosi (2007),Inula viscosa,NA,gumbel,-173.1049723583583,0.08354957879850311,0.396391038,9.7947729120000009,Shrubs,28.534653777739113,-0.9370133479699317,NA,8.607030821084654,NA,NA,NA,NA
56,Tosi (2007),Inula viscosa,NA,logistic,-173.0735319761053,0.06970742716324674,0.396391038,9.7947729120000009,Shrubs,28.103627210233977,-0.9626548515147072,NA,5.488498783411132,NA,NA,NA,NA
56,Tosi (2007),Inula viscosa,NA,lognormal,-174.684009651191,0.09123033843330647,0.396391038,9.7947729120000009,Shrubs,28.283742422982716,-0.9348810546081229,NA,NA,0.37711706326199507,NA,NA,NA
56,Tosi (2007),Inula viscosa,NA,normal_force,-180.0354500663671,0.09916762173653706,0.396391038,9.7947729120000009,Shrubs,21.874734811262673,-0.7520400410833513,NA,NA,NA,28.603788734103524,-2,NA
56,Tosi (2007),Inula viscosa,NA,normal_scaled,-175.06129782905703,0.09169091552083786,0.396391038,9.7947729120000009,Shrubs,30.76874310209949,-1.0319330388286032,NA,NA,NA,10.91931801151154,-1.0319330388286032,NA
56,Tosi (2007),Inula viscosa,NA,normal_strength,-218.76875983420211,0.24561221652068443,0.396391038,9.7947729120000009,Shrubs,29.64559250695557,-0.9496158662983524,NA,NA,NA,8.73584414965529,0,NA
56,Tosi (2007),Inula viscosa,NA,uniform,-182.1055431238137,0.20439101177753283,0.396391038,9.7947729120000009,Shrubs,38.315213223264315,-1.19097078966342,NA,NA,NA,NA,NA,58.54299644232587
56,Tosi (2007),Inula viscosa,NA,weibull,-174.89090483845362,0.0844072484858841,0.396391038,9.7947729120000009,Shrubs,30.98178233384985,-1.041395523957463,2.9478911483312134,NA,NA,NA,NA,NA
57,Vergani et al. (2012),Picea abies,NA,gamma,-442.62543292675775,0.0471868888553183,1,6.535428086,Conifers,13.39038651207397,-0.1976863328646426,3.2706571767621093,NA,NA,NA,NA,NA
57,Vergani et al. (2012),Picea abies,NA,gumbel,-443.1206172125495,0.05333340983486157,1,6.535428086,Conifers,13.106662931037919,-0.1891670282806809,NA,5.452040583312368,NA,NA,NA,NA
57,Vergani et al. (2012),Picea abies,NA,logistic,-457.9507076713086,0.08114970206145279,1,6.535428086,Conifers,13.016944664270104,-0.24517033092852009,NA,4.241950519204598,NA,NA,NA,NA
57,Vergani et al. (2012),Picea abies,NA,lognormal,-440.85096267459267,0.042643322180536125,1,6.535428086,Conifers,13.019764690506328,-0.16036743537529166,NA,NA,0.5744014028702585,NA,NA,NA
57,Vergani et al. (2012),Picea abies,NA,normal_force,-530.3320350484428,0.19677267035939772,1,6.535428086,Conifers,20.711894660062697,-0.5506303365771071,NA,NA,NA,59.19896905074785,-2,NA
57,Vergani et al. (2012),Picea abies,NA,normal_scaled,-474.1992950024048,0.10535735711824923,1,6.535428086,Conifers,13.847036932015996,-0.23606163614400233,NA,NA,NA,8.579606727556254,-0.23606163614400233,NA
57,Vergani et al. (2012),Picea abies,NA,normal_strength,-476.3033520448659,0.10076553932243804,1,6.535428086,Conifers,13.316427210259366,-0.1910359438561461,NA,NA,NA,7.092936463604912,0,NA
57,Vergani et al. (2012),Picea abies,NA,uniform,-575.8619873728001,0.6137114044764187,1,6.535428086,Conifers,47.9859286764722,-0.4761244540827581,NA,NA,NA,NA,NA,89.83978588172073
57,Vergani et al. (2012),Picea abies,NA,weibull,-450.47248416067856,0.07380638176486742,1,6.535428086,Conifers,13.702436399577541,-0.21829689702344907,1.751533783232134,NA,NA,NA,NA,NA
58,Vergani et al. (2012),Fagus sylvatica,NA,gamma,-409.15465118461816,0.08429941296032184,1,6.114981159,Broadleaves,29.19694587753779,-0.354076378923598,4.276302704266331,NA,NA,NA,NA,NA
58,Vergani et al. (2012),Fagus sylvatica,NA,gumbel,-408.07246283883694,0.07097666354434273,1,6.114981159,Broadleaves,28.17606471426786,-0.3199449569231422,NA,10.477500248149598,NA,NA,NA,NA
58,Vergani et al. (2012),Fagus sylvatica,NA,logistic,-417.5837975353798,0.07627475724304722,1,6.114981159,Broadleaves,27.2779081209004,-0.34718135823784224,NA,7.585817167711202,NA,NA,NA,NA
58,Vergani et al. (2012),Fagus sylvatica,NA,lognormal,-409.01912390344,0.07747794919377204,1,6.114981159,Broadleaves,28.006916163010267,-0.29912024036905543,NA,NA,0.5021133007472787,NA,NA,NA
58,Vergani et al. (2012),Fagus sylvatica,NA,normal_force,-457.68231720041393,0.14679262723477082,1,6.114981159,Broadleaves,36.780333328343616,-0.5542145618289752,NA,NA,NA,80.33635965679215,-2,NA
58,Vergani et al. (2012),Fagus sylvatica,NA,normal_scaled,-423.6248945896809,0.09746854216923262,1,6.114981159,Broadleaves,32.653937268572925,-0.48487210622417637,NA,NA,NA,16.531280328478193,-0.48487210622417637,NA
58,Vergani et al. (2012),Fagus sylvatica,NA,normal_strength,-433.5712863995201,0.15369618570394938,1,6.114981159,Broadleaves,28.343362690825515,-0.3154379472010991,NA,NA,NA,12.026458432628122,0,NA
58,Vergani et al. (2012),Fagus sylvatica,NA,uniform,-449.68600283282666,0.39687721478495647,1,6.114981159,Broadleaves,53.48947974475837,-0.5798584904058502,NA,NA,NA,NA,NA,93.58370723417326
58,Vergani et al. (2012),Fagus sylvatica,NA,weibull,-414.4316075693572,0.08591239739977852,1,6.114981159,Broadleaves,31.447325757024547,-0.43775570031365485,2.088390957634191,NA,NA,NA,NA,NA
59,Vergani et al. (2012),Fraxinus excelsior,NA,gamma,-205.7783121359389,0.05219837186857523,1.020671106,6.568943029,Broadleaves,14.547032463513164,-0.27208733014055086,7.209815038552929,NA,NA,NA,NA,NA
59,Vergani et al. (2012),Fraxinus excelsior,NA,gumbel,-206.612778448881,0.057114011660215125,1.020671106,6.568943029,Broadleaves,14.567374339197789,-0.2686598078208118,NA,4.509690346990627,NA,NA,NA,NA
59,Vergani et al. (2012),Fraxinus excelsior,NA,logistic,-209.4356586256859,0.07545209050044399,1.020671106,6.568943029,Broadleaves,14.484399423683534,-0.2887491003708838,NA,3.1339097816142023,NA,NA,NA,NA
59,Vergani et al. (2012),Fraxinus excelsior,NA,lognormal,-206.65489930352578,0.06148747130514687,1.020671106,6.568943029,Broadleaves,14.45494004583928,-0.26107004529003214,NA,NA,0.38572639778120316,NA,NA,NA
59,Vergani et al. (2012),Fraxinus excelsior,NA,normal_force,-256.5642972442491,0.1857573620548515,1.020671106,6.568943029,Broadleaves,16.686110902522636,-0.3775397444814029,NA,NA,NA,48.108063382668384,-2,NA
59,Vergani et al. (2012),Fraxinus excelsior,NA,normal_scaled,-208.2849077680837,0.0813735653458722,1.020671106,6.568943029,Broadleaves,14.691453454109004,-0.2831845328380183,NA,NA,NA,5.397864301669947,-0.2831845328380183,NA
59,Vergani et al. (2012),Fraxinus excelsior,NA,normal_strength,-210.1299043076309,0.0729474326147656,1.020671106,6.568943029,Broadleaves,14.246088296042881,-0.24675043923821555,NA,NA,NA,4.304036514285493,0,NA
59,Vergani et al. (2012),Fraxinus excelsior,NA,uniform,-211.91565771079905,0.24027920954912707,1.020671106,6.568943029,Broadleaves,18.07118843664961,-0.3457692306992097,NA,NA,NA,NA,NA,24.786769588694284
59,Vergani et al. (2012),Fraxinus excelsior,NA,weibull,-206.97839597631054,0.06549397686815667,1.020671106,6.568943029,Broadleaves,14.68006929872626,-0.28064117033286534,2.935923526583653,NA,NA,NA,NA,NA
60,Vergani et al. (2012),Castanea sativa,NA,gamma,-278.9629753027396,0.05218008908126526,1,6.535428086,Broadleaves,15.495085789383987,-0.4067831495731472,4.9433943202076565,NA,NA,NA,NA,NA
60,Vergani et al. (2012),Castanea sativa,NA,gumbel,-279.20124703636634,0.05722515691443564,1,6.535428086,Broadleaves,15.588372821594684,-0.41795477385406515,NA,5.560421950569388,NA,NA,NA,NA
